Date,Daily_PnL
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-11,-0.4704282386989205
2023-12-12,-0.9657161129433969
2023-12-13,-0.12005480636456722
2023-12-14,0.0877160725156172
2023-12-15,3.278483085491268
2023-12-18,0.09999999999999787
2023-12-19,0.36000000000000276
2023-12-20,1.2199999999999989
2023-12-21,-0.3033520605161737
2023-12-22,-0.5561186306464734
2023-12-25,-0.02917072364596507
2023-12-26,-0.6478350005767521
2023-12-27,-0.6085326666275193
2023-12-28,-0.024127754507241583
2023-12-29,0.06350047874455189
2024-01-01,-0.07241454723637464
2024-01-02,0.05565883009428774
2024-01-03,0.6155338669892192
2024-01-04,-0.0761810190806107
2024-01-05,-0.49445686933444066
2024-01-08,-0.38195286207864765
2024-01-09,-0.029173902913491645
2024-01-10,-0.029752367769910748
2024-01-11,0.2506594333104939
2024-01-12,0.4637152811810832
2024-01-15,-0.22599948538603454
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,-0.33874313424306024
2024-01-29,-0.28513076146192917
2024-01-30,-0.11211901007802227
2024-01-31,0.8959929057830132
2024-02-01,-0.6008334502204853
2024-02-02,0.27770018711016076
2024-02-05,-0.680251153328109
2024-02-06,-0.5781950830942126
2024-02-07,1.1569707569015775
2024-02-08,-0.08446755866320532
2024-02-09,0.19603066035116834
2024-02-12,0.5530456409431042
2024-02-13,1.6999999999999993
2024-02-14,-1.5799999999999983
2024-02-15,-0.060000000000002274
2024-02-16,-0.03999999999999915
2024-02-19,0.0
2024-02-20,1.0800000000000018
2024-02-21,-1.0400000000000027
2024-02-22,-0.17999999999999972
2024-02-23,-0.9799999999999991
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-04,0.0
2024-03-05,-0.030335206051617547
2024-03-06,-0.3142459433204854
2024-03-07,-0.25436693755989204
2024-03-08,0.6091147040249918
2024-03-11,-0.24037010936128533
2024-03-12,-1.0881573119685313
2024-03-13,-0.10330091310859513
2024-03-14,1.9079372521754028
2024-03-15,0.5437244651700108
2024-03-18,-0.6292925233797051
2024-03-19,-0.5568096854645403
2024-03-20,-0.6562444663012497
2024-03-21,-0.05759764699707681
2024-03-22,0.09948875010368752
2024-03-25,-0.21700004620581925
2024-03-26,-0.11406674074075918
2024-03-27,-0.2978176833719597
2024-03-28,0.2693516701071861
2024-03-29,-0.08001162774976223
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,-0.515698502877495
2024-05-13,-0.3111759405903354
2024-05-14,0.49538189870890736
2024-05-15,-0.4608586013947593
2024-05-16,0.0018538709508213458
2024-05-17,-0.22632210128089048
2024-05-20,0.010107379028962082
2024-05-21,-0.32986635389814345
2024-05-22,0.2262868346886746
2024-05-23,0.3013867002816777
2024-05-24,-0.5388508830005263
2024-05-27,-0.0475845015000973
2024-05-28,0.414990672280642
2024-05-29,0.8988714729028888
2024-05-30,-0.10195125030380736
2024-05-31,-0.8708414924974677
2024-06-03,-0.24572920149905153
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,1.0399999999999996
2024-06-17,-0.43534200616081375
2024-06-18,0.04215321338415645
2024-06-19,-0.00339658516454433
2024-06-20,0.6717518314787894
2024-06-21,-0.37056850267777675
2024-06-24,-0.22529950390087894
2024-06-25,-0.4572615170779897
2024-06-26,-0.2724259989778821
2024-06-27,-0.2747283563439096
2024-06-28,0.3569143464458373
2024-07-01,-0.9983567831288263
2024-07-02,-0.22042302826528193
2024-07-03,0.07374600431798317
2024-07-04,-0.012783142874407627
2024-07-05,0.025279635972170755
2024-07-08,-0.4992596070266253
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,-0.5662571796301901
2024-08-16,-0.09710829047559377
2024-08-19,-0.48510759489976785
2024-08-20,0.7501622928685716
2024-08-21,0.17993857635241683
2024-08-22,1.0474398427903844
2024-08-23,-1.480368603549275
2024-08-26,0.12541459452092552
2024-08-27,-0.6156113928505094
2024-08-28,1.4150465165815662
2024-08-29,-1.1472492993532581
2024-08-30,-0.42674813199031103
2024-09-02,-0.046245547465039394
2024-09-03,5.936694217100079
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,0.0
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.5100000000000009
2024-11-15,1.1400000000000017
2024-11-18,-0.7770465368101744
2024-11-19,0.6670465368101723
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-25,0.0
2024-11-26,-0.32357553121725235
2024-11-27,-0.44426797331343026
2024-11-28,-0.008583994802088935
2024-11-29,-0.32059367410344275
2024-12-02,-0.14481986733294017
2024-12-03,-0.25314147497913186
2024-12-04,0.15905237101473957
2024-12-05,-0.14851641465353405
2024-12-06,-0.37664033172434186
2024-12-09,0.528866439351461
2024-12-10,-0.2506838079930409
2024-12-11,-0.25638155578512944
2024-12-12,0.15924085410307698
2024-12-13,0.02907573731317914
2024-12-16,3.040969224121879
2024-12-17,0.7999999999999972
2024-12-18,3.4399999999999995
2024-12-19,0.0
2024-12-20,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,-0.10617322118065964
2025-01-23,-0.45279753435859504
2025-01-24,-0.06794022262900867
2025-01-27,1.4069109781682627
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-14,0.0
2025-04-15,0.0
2025-04-16,0.0
2025-04-17,0.0
2025-04-18,0.0
2025-04-21,0.0
2025-04-22,0.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,0.0
2025-04-28,0.0
2025-04-29,0.0
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,0.0
2025-05-05,0.0
2025-05-06,0.0
2025-05-07,0.0
2025-05-08,0.0
2025-05-09,0.0
2025-05-12,0.0
2025-05-13,0.0
2025-05-14,0.0
2025-05-15,0.0
2025-05-16,0.0
2025-05-19,0.0
2025-05-20,0.0
2025-05-21,0.0
2025-05-22,0.0
2025-05-23,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,0.0
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,-0.32357553121725147
2025-06-05,0.13554782140401223
2025-06-06,-1.1536764449615484
2025-06-09,-0.3645157992239856
2025-06-10,-0.23416790780452867
2025-06-11,0.2499618992777748
2025-06-12,2.30042596252553
2025-06-13,2.3799999999999972
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,-0.4853632968258772
2025-07-28,-0.3353374008626595
2025-07-29,0.3443928568162846
2025-07-30,-0.48093631541594384
2025-07-31,0.6240081555119961
2025-08-01,3.1032360007761977
2025-08-04,-1.5501555858142346
2025-08-05,0.2513975628799905
2025-08-06,-0.4194939216523714
2025-08-07,0.0037980289081787078
2025-08-08,-0.42212178115413757
2025-08-11,-0.10121091044187835
2025-08-12,-0.5631090229459712
2025-08-13,3.001332928907914
2025-08-14,-0.15358981975305142
2025-08-15,-0.35995452997337907
2025-08-18,-0.7014513906831059
2025-08-19,0.20511351585995286
2025-08-20,-0.057484832999909585
2025-08-21,0.21152770972181578
2025-08-22,-0.876900897283269
2025-08-25,-0.04281620115298779
2025-08-26,-0.03568678126721103
2025-08-27,-0.013270917804097948
2025-08-28,-0.013479947221672006
2025-08-29,0.02858509259869102
2025-09-01,-0.04102393919772496
2025-09-02,0.6614851072690247
2025-09-03,-0.5808548338506299
2025-09-04,-0.4720811950872541
2025-09-05,0.1285716020007701
2025-09-08,-0.3655110545401161
2025-09-09,-0.06194747312070703
2025-09-10,-0.04019319298241797
2025-09-11,-0.3218781385167464
2025-09-12,1.7624048192965418
2025-09-15,0.14999999999999858
2025-09-16,0.19000000000000128
2025-09-17,-0.6400000000000006
2025-09-18,-0.060000000000002274
2025-09-19,-0.1269553686344338
2025-09-22,0.4812731896977116
2025-09-23,0.4456821789367229
2025-09-24,-0.5534525331874374
2025-09-25,0.713452533187434
2025-09-26,-1.410639707339847
2025-09-29,0.38102375544390377
2025-09-30,-0.001931722317401352
2025-10-01,-0.23871566617654594
2025-10-02,0.3140125037064685
2025-10-03,-0.001687090700606575
2025-10-06,-0.32777782203663186
2025-10-07,0.7257157494206652
2025-10-08,-0.8136610018750172
2025-10-09,0.24146293195955515
2025-10-10,4.912198069915458
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,-0.08594975047958187
2025-10-30,-0.38661920477855105
2025-10-31,0.5474565813576717
2025-11-03,-0.30319175711251134
2025-11-04,1.2783041310129732
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-12-01,-0.29466384182239835
2025-12-02,-0.18625631223712702
2025-12-03,-0.662656533492541
2025-12-04,-0.25333162417582855
2025-12-05,-0.2800319237727784
2025-12-08,0.20523485229010419
2025-12-09,0.17138156314301156
2025-12-10,-0.8088239468591887
2025-12-11,-0.02396400039522817
2025-12-12,-0.024321337495166517
2025-12-15,1.7480146026092882
2025-12-16,0.1269883832087082
2025-12-17,0.10574795645611701
2025-12-18,-0.5414949125041346
2025-12-19,-1.1249096876479747
2025-12-22,-0.6374589442424288
2025-12-23,-0.01392980547273126
2025-12-24,-0.014223161079282676
2025-12-25,-0.014535870138828955
2025-12-26,-0.07676545637159293
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-05,0.0
2026-01-06,-0.353910737268869
2026-01-07,0.12498403625193788
2026-01-08,-0.19791568882362398
2026-01-09,-0.3790646298173428
2026-01-12,-0.08116519786570642
2026-01-13,3.7370722175236093
2026-01-14,0.4999999999999929
2026-01-15,0.0
2026-01-16,-0.2831285898150959
2026-01-19,-0.3146083409953526
2026-01-20,2.8077369308104494
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-26,-0.3566983348376418
2026-01-27,-0.06525840259090998
2026-01-28,-0.17109515983013068
2026-01-29,0.36137499591676203
2026-01-30,0.491676901341922
2026-02-02,-1.3819348143458008
2026-02-03,1.0881993125327227
2026-02-04,0.1537355018130775
2026-02-05,4.039999999999996
2026-02-06,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
